SORA_Publication_Date,SORA,SORA_Index,Compound_SORA_1M,Compound_SORA_3M,Compound_SORA_6M
2025-02-26,2.4175,1.0997498916,2.5759,2.759,3.0149
2025-02-27,2.3922,1.0998219689,2.5539,2.7534,3.0103
2025-02-28,2.6412,1.0999015539,2.543,2.7518,3.0066
2025-03-03,2.4846,1.1001261688,2.4637,2.7291,2.9814
2025-03-04,2.3344,1.1001965287,2.4524,2.7208,2.9745
2025-03-05,2.2903,1.1002655638,2.4407,2.7129,2.9679
2025-03-06,2.3176,1.1003354261,2.4386,2.7078,2.9614
2025-03-07,2.3425,1.1004060435,2.4335,2.7018,2.9544
2025-03-10,2.1455,1.1006000918,2.3937,2.6736,2.9306
2025-03-11,2.1148,1.1006638603,2.3783,2.6624,2.9229
2025-03-12,2.1251,1.1007279431,2.3665,2.6518,2.915
2025-03-13,2.0822,1.1007907358,2.3514,2.6395,2.9069
2025-03-14,2.2434,1.1008583937,2.3422,2.6282,2.8997
2025-03-17,2.3683,1.1010726811,2.3374,2.5997,2.8799
2025-03-18,2.3416,1.1011433187,2.3384,2.5917,2.8737
2025-03-19,2.4421,1.1012169927,2.3354,2.5857,2.8682
2025-03-20,2.4428,1.1012906928,2.3347,2.5796,2.8645
2025-03-21,2.4805,1.1013655353,2.3353,2.5712,2.8604
2025-03-24,2.6484,1.1016052769,2.3668,2.5569,2.8515
2025-03-25,2.7645,1.1016887122,2.3846,2.5571,2.8495
2025-03-26,2.9409,1.1017774781,2.4034,2.5592,2.8482
2025-03-27,2.9829,1.101867519,2.4245,2.5641,2.8458
2025-03-28,2.3592,1.1019387389,2.4144,2.5618,2.8404
2025-04-01,2.1392,1.1021970696,2.377,2.5507,2.814
2025-04-02,2.0073,1.1022576844,2.3616,2.5496,2.8044
2025-04-03,2.1983,1.1023240705,2.3523,2.546,2.7966
2025-04-04,2.2206,1.1023911341,2.3486,2.54,2.7889
2025-04-07,2.3164,1.1026010173,2.3486,2.5243,2.7683
2025-04-08,2.5884,1.1026792083,2.3629,2.5221,2.7632
2025-04-09,2.3872,1.1027513265,2.3707,2.5171,2.7576
2025-04-10,2.3326,1.1028217999,2.3768,2.5108,2.7522
2025-04-11,2.3009,1.10289132,2.3828,2.5018,2.7477
2025-04-14,2.3021,1.1031000021,2.3975,2.4768,2.7344
2025-04-15,2.2749,1.1031687539,2.3945,2.4695,2.7299
2025-04-16,2.284,1.1032377851,2.3918,2.4635,2.7257
2025-04-17,2.2553,1.1033059531,2.3881,2.4612,2.7221
2025-04-21,2.196,1.103571472,2.3583,2.4588,2.7052
2025-04-22,2.153,1.1036365676,2.3423,2.4551,2.7001
2025-04-23,2.1405,1.1037012891,2.3258,2.4501,2.6946
2025-04-24,2.1801,1.1037672118,2.3107,2.4407,2.6897
2025-04-25,2.1602,1.1038325367,2.2912,2.4305,2.6853
2025-04-28,2.1066,1.10402366,2.2277,2.3991,2.6698
2025-04-29,2.1769,1.1040895052,2.229,2.3885,2.6649
2025-04-30,2.174,1.1041552666,2.2301,2.3778,2.6598
2025-05-02,2.1673,1.1042863918,2.2393,2.3587,2.6453
2025-05-05,2.2953,1.1044947207,2.2443,2.3472,2.6309
2025-05-06,2.272,1.1045634717,2.2428,2.346,2.6274
2025-05-07,2.2252,1.1046308108,2.2398,2.3431,2.6238
2025-05-08,2.116,1.1046948491,2.224,2.3385,2.6192
2025-05-09,2.1975,1.1047613578,2.2177,2.3349,2.6142
2025-05-13,2.2665,1.1050357623,2.2119,2.3241,2.5954
2025-05-14,2.3946,1.1051082587,2.215,2.3229,2.5923
2025-05-15,2.1883,1.1051745138,2.2121,2.3204,2.5883
2025-05-16,2.1552,1.1052397705,2.2078,2.3175,2.5841
2025-05-19,2.121,1.1054324456,2.1983,2.3075,2.5697
2025-05-20,2.177,1.1054983778,2.1977,2.3042,2.5648
2025-05-21,2.125,1.1055627391,2.1953,2.3004,2.5602
2025-05-22,2.1033,1.1056264467,2.1937,2.2976,2.5565
2025-05-23,2.1348,1.1056911122,2.1935,2.2951,2.5512
2025-05-26,2.2538,1.1058959347,2.204,2.2919,2.5372
2025-05-27,2.08,1.1059589556,2.2031,2.2884,2.5326
2025-05-28,2.1518,1.1060241557,2.2046,2.2829,2.529
2025-05-29,2.1189,1.1060883627,2.2027,2.2812,2.5255
2025-05-30,2.1111,1.106152337,2.2006,2.2795,2.5201
2025-06-02,2.1001,1.106343271,2.1931,2.2692,2.507
2025-06-03,2.1229,1.1064076178,2.1875,2.2653,2.5024
2025-06-04,1.8245,1.106462923,2.1723,2.2597,2.4954
2025-06-05,1.562,1.1065102735,2.1486,2.2517,2.4874
2025-06-06,1.4568,1.1065544369,2.1223,2.2423,2.4801
2025-06-09,1.4724,1.1066883512,2.0537,2.2181,2.4565
2025-06-10,1.5092,1.1067341105,2.0293,2.2112,2.4472
2025-06-11,1.7832,1.1067881798,2.0136,2.2075,2.4398
2025-06-12,1.8919,1.1068455478,2.0016,2.205,2.4332
2025-06-13,1.7439,1.1068984308,1.9847,2.2013,2.4252
2025-06-16,1.7531,1.1070579242,1.9369,2.1825,2.4002
2025-06-17,1.7685,1.1071115635,1.9255,2.1759,2.3925
2025-06-18,1.6644,1.1071620477,1.9108,2.1685,2.3848
2025-06-19,1.8111,1.1072169842,1.9007,2.1616,2.3783
2025-06-20,1.7594,1.1072703551,1.8873,2.1542,2.3715
2025-06-23,1.793,1.1074335334,1.8555,2.128,2.3475
2025-06-24,1.6795,1.1074844905,1.8369,2.1174,2.3415
2025-06-25,1.6785,1.1075354196,1.8183,2.1055,2.3355
2025-06-26,1.7466,1.1075884175,1.8019,2.0925,2.33
2025-06-27,1.8108,1.107643366,1.7932,2.0797,2.3258
2025-06-30,1.6345,1.1077921695,1.7455,2.0607,2.3104
2025-07-01,1.5598,1.1078395102,1.7155,2.0533,2.3072
2025-07-02,1.4297,1.1078829041,1.6932,2.047,2.3033
2025-07-03,1.4954,1.1079282939,1.6722,2.0392,2.2976
2025-07-04,1.5695,1.1079759348,1.6637,2.032,2.291
2025-07-07,1.4896,1.1081115875,1.663,2.0046,2.2693
2025-07-08,1.5986,1.1081601198,1.6672,1.9937,2.2627
2025-07-09,1.6566,1.1082104151,1.6733,1.9856,2.2561
2025-07-10,1.6217,1.108259653,1.6771,1.9778,2.249
2025-07-11,1.6104,1.10830855,1.6713,1.9701,2.2406
2025-07-14,1.7048,1.1084638468,1.6621,1.9504,2.2181
2025-07-15,1.6642,1.1085143867,1.6592,1.9436,2.211
2025-07-16,1.5284,1.1085608046,1.6517,1.9353,2.2039
2025-07-17,1.5451,1.1086077317,1.6442,1.9274,2.1987
2025-07-18,1.3029,1.1086473044,1.6322,1.9176,2.1934
2025-07-21,1.3181,1.1087674119,1.5851,1.8885,2.1778
2025-07-22,1.2996,1.1088068901,1.5687,1.8791,2.1712
2025-07-23,1.4564,1.108851133,1.5574,1.8715,2.1649
2025-07-24,1.8136,1.1089062292,1.5619,1.8675,2.1581
2025-07-25,1.9165,1.1089644544,1.5698,1.8648,2.1517
2025-07-28,1.8852,1.1091362862,1.5853,1.8574,2.1323
2025-07-29,1.7849,1.1091905245,1.5903,1.8531,2.1248
2025-07-30,1.8668,1.1092472542,1.5981,1.8497,2.1178
2025-07-31,1.8246,1.1093027044,1.6055,1.8495,2.1105
2025-08-01,1.7516,1.1093559388,1.6117,1.845,2.1056
2025-08-04,1.5817,1.1095001581,1.6198,1.823,2.0879
2025-08-05,1.6645,1.1095507544,1.6254,1.8161,2.0826
2025-08-06,1.6922,1.109602195,1.632,1.8098,2.0787
2025-08-07,1.603,1.1096509263,1.6356,1.803,2.0738
2025-08-08,1.6337,1.109700593,1.6368,1.7978,2.0689
2025-08-11,1.6067,1.1098471374,1.6345,1.7769,2.0535
2025-08-12,1.6123,1.1098961622,1.6315,1.7698,2.0488
2025-08-13,1.3941,1.1099385541,1.6215,1.7602,2.0426
2025-08-14,1.3742,1.1099803426,1.6108,1.7491,2.0363
2025-08-15,1.3053,1.1100200373,1.5992,1.7395,2.0301
2025-08-18,1.1958,1.1101291355,1.5738,1.7088,2.0103
2025-08-19,1.2518,1.1101672084,1.5716,1.6993,2.0032
2025-08-20,1.4948,1.1102126735,1.5773,1.6919,1.9978
2025-08-21,1.7069,1.110264592,1.5899,1.6873,1.9936
2025-08-22,1.5064,1.1103104139,1.5966,1.6808,1.9888
2025-08-25,1.2648,1.1104258376,1.5516,1.6497,1.9711
2025-08-26,1.1347,1.1104603581,1.5274,1.6375,1.9639
2025-08-27,0.9504,1.1104892727,1.4972,1.6252,1.9559
2025-08-28,0.8668,1.1105156445,1.4643,1.6111,1.946
2025-08-29,0.9728,1.110545242,1.438,1.5986,1.9407
2025-09-01,1.0396,1.1106401343,1.363,1.5638,1.9231
2025-09-02,0.7261,1.1106622285,1.3354,1.5488,1.9134
2025-09-03,0.9315,1.1106905732,1.3144,1.5358,1.9049
2025-09-04,1.4808,1.1107356337,1.3111,1.532,1.9002
2025-09-05,1.4707,1.1107803888,1.3048,1.531,1.8957
2025-09-08,1.7007,1.1109356576,1.3104,1.5387,1.8864
2025-09-09,1.6383,1.1109855219,1.3115,1.5405,1.8836
2025-09-10,1.7149,1.1110377199,1.315,1.5427,1.8813
2025-09-11,1.4302,1.1110812543,1.3093,1.5389,1.8775
2025-09-12,1.3468,1.1111222517,1.3007,1.5329,1.8732
2025-09-15,1.3736,1.1112476959,1.3022,1.5206,1.8591
2025-09-16,1.3764,1.1112896006,1.308,1.5165,1.8537
2025-09-17,1.1235,1.111323807,1.3057,1.5095,1.8468
2025-09-18,1.1218,1.1113579627,1.3033,1.5036,1.8402
2025-09-19,1.1129,1.1113918485,1.2988,1.4959,1.8329
2025-09-22,1.5372,1.1115322675,1.2957,1.4879,1.8166
2025-09-23,1.4201,1.1115755137,1.3007,1.4839,1.8099
2025-09-24,1.3212,1.1116157497,1.3025,1.48,1.8026
2025-09-25,1.218,1.1116528442,1.301,1.4749,1.7941
2025-09-26,1.318,1.1116929855,1.307,1.4703,1.7852
2025-09-29,1.3773,1.1118188322,1.3503,1.4599,1.7669
2025-09-30,1.3755,1.111860731,1.3611,1.4571,1.7627
2025-10-01,1.199,1.1118972549,1.3771,1.4532,1.7553
2025-10-02,1.0402,1.1119289424,1.3876,1.4489,1.75
2025-10-03,1.0847,1.1119619865,1.3927,1.4444,1.7439
2025-10-06,1.2469,1.1120759459,1.3623,1.4356,1.7267
2025-10-07,0.9886,1.1121060664,1.3385,1.4302,1.7194
2025-10-08,1.1621,1.112141474,1.3206,1.4254,1.7115
2025-10-09,1.243,1.1121793477,1.3074,1.4209,1.7052
2025-10-10,1.5033,1.1122251543,1.3003,1.4196,1.7007
2025-10-13,1.4439,1.1123571495,1.3064,1.4121,1.6865
2025-10-14,1.2878,1.1123963959,1.3035,1.4075,1.6809
2025-10-15,1.2879,1.1124356467,1.3006,1.4034,1.6755
2025-10-16,1.2249,1.1124729789,1.2956,1.4001,1.6696
2025-10-17,1.1306,1.1125074381,1.2958,1.3956,1.6634
