SORA_Publication_Date,SORA,SORA_Index,Compound_SORA_1M,Compound_SORA_3M,Compound_SORA_6M
2023-06-30,3.7918,1.0384743398,3.7528,3.6414,3.6021
2023-07-03,4.0005,1.0388157987,3.7717,3.6549,3.6326
2023-07-04,3.8041,1.0389240661,3.7735,3.66,3.6419
2023-07-05,3.7885,1.0390319007,3.7747,3.6621,3.6497
2023-07-06,3.7685,1.0391391772,3.7729,3.6653,3.656
2023-07-07,3.654,1.039243205,3.7682,3.6685,3.6586
2023-07-10,3.7005,1.0395592915,3.7459,3.6794,3.6642
2023-07-11,3.61,1.0396621082,3.7321,3.6844,3.6652
2023-07-12,3.6028,1.03976473,3.7181,3.689,3.6674
2023-07-13,3.5373,1.039865496,3.7152,3.6926,3.6684
2023-07-14,3.5322,1.0399661265,3.7148,3.6955,3.6669
2023-07-17,3.5201,1.0402670129,3.7091,3.7016,3.664
2023-07-18,3.5341,1.0403677364,3.707,3.7044,3.6639
2023-07-19,3.4553,1.0404662236,3.7024,3.7069,3.6628
2023-07-20,3.5096,1.040566268,3.6988,3.7093,3.6623
2023-07-21,3.6125,1.0406692556,3.6969,3.7111,3.6624
2023-07-24,3.7337,1.0409886156,3.7058,3.6996,3.665
2023-07-25,3.5374,1.041089503,3.6972,3.6947,3.6648
2023-07-26,3.4533,1.0411880015,3.6858,3.6914,3.6639
2023-07-27,3.3329,1.0412830748,3.6705,3.6883,3.6626
2023-07-28,3.4231,1.0413807301,3.6586,3.6844,3.6612
2023-07-31,3.5264,1.041682565,3.6375,3.6774,3.6578
2023-08-01,3.5504,1.0417838907,3.6229,3.6748,3.656
2023-08-02,3.397,1.041880848,3.6034,3.6706,3.6551
2023-08-03,3.4463,1.0419792215,3.5855,3.6676,3.6544
2023-08-04,3.5065,1.0420793229,3.5759,3.6663,3.6538
2023-08-07,3.7677,1.0424020277,3.5788,3.6796,3.6575
2023-08-08,3.8511,1.0425120112,3.5837,3.6844,3.6616
2023-08-10,3.6903,1.0427228157,3.5831,3.6872,3.6674
2023-08-11,3.5378,1.0428238826,3.5807,3.6878,3.6668
2023-08-14,3.6165,1.0431338585,3.5864,3.6938,3.6678
2023-08-15,3.4924,1.0432336678,3.5855,3.6954,3.6691
2023-08-16,3.5476,1.0433350644,3.5864,3.6965,3.6702
2023-08-17,3.6183,1.0434384918,3.5896,3.6976,3.6708
2023-08-18,3.7727,1.0435463433,3.5973,3.6985,3.6709
2023-08-21,3.9062,1.0438813817,3.6342,3.7078,3.6752
2023-08-22,3.5937,1.0439841597,3.6297,3.7076,3.6759
2023-08-23,3.6354,1.0440881405,3.6265,3.7051,3.6771
2023-08-24,3.6807,1.0441934275,3.6248,3.7046,3.6772
2023-08-25,3.5891,1.0442961046,3.6265,3.7034,3.6757
2023-08-28,3.6314,1.044607797,3.6486,3.7,3.6727
2023-08-29,3.693,1.0447134884,3.654,3.6996,3.6732
2023-08-30,3.815,1.0448226824,3.6634,3.6976,3.6743
2023-08-31,3.7085,1.0449288393,3.6693,3.6949,3.6749
2023-09-04,3.7781,1.0453614799,3.7084,3.6964,3.68
2023-09-05,3.8411,1.0454714891,3.7108,3.6974,3.6813
2023-09-06,3.8061,1.0455805075,3.7121,3.6972,3.6824
2023-09-07,3.7056,1.0456866582,3.7101,3.6962,3.6828
2023-09-08,3.6811,1.0457921179,3.7046,3.6944,3.6839
2023-09-11,3.9914,1.0461352007,3.7387,3.6947,3.6897
2023-09-12,3.8216,1.0462447325,3.7453,3.6925,3.69
2023-09-13,3.7478,1.0463521604,3.7496,3.6939,3.6899
2023-09-14,3.7128,1.0464585959,3.7527,3.6957,3.6899
2023-09-15,3.6978,1.0465646122,3.7594,3.6978,3.691
2023-09-18,3.8093,1.0468922844,3.7752,3.7045,3.6931
2023-09-19,3.7053,1.0469985597,3.7687,3.7057,3.6921
2023-09-20,3.5931,1.0471016274,3.7586,3.7054,3.6905
2023-09-21,3.7076,1.04720799,3.7522,3.7059,3.6898
2023-09-22,3.5683,1.0473103667,3.7513,3.706,3.688
2023-09-25,3.761,1.0476341148,3.7635,3.7072,3.6872
2023-09-26,3.7721,1.0477423827,3.7681,3.707,3.6881
2023-09-27,3.8579,1.0478531248,3.7754,3.7077,3.6894
2023-09-28,3.7232,1.0479600116,3.7784,3.7071,3.6903
2023-09-29,3.6232,1.0480640381,3.7762,3.7052,3.6909
2023-10-02,3.8245,1.0483934891,3.7814,3.7017,3.6931
2023-10-03,3.655,1.0484984721,3.7773,3.698,3.6935
2023-10-04,3.5858,1.0486014777,3.7709,3.6956,3.6948
2023-10-05,3.5954,1.0487047693,3.7627,3.6934,3.6948
2023-10-06,3.6268,1.0488089732,3.7567,3.6919,3.6957
2023-10-09,3.8967,1.0491448823,3.7671,3.6988,3.7044
2023-10-10,3.7546,1.0492528034,3.7592,3.6994,3.7065
2023-10-11,3.6676,1.0493582346,3.7484,3.7001,3.7094
2023-10-12,3.6356,1.0494627564,3.7422,3.7004,3.7119
2023-10-13,3.6617,1.0495680391,3.7393,3.7018,3.7144
2023-10-16,3.7716,1.0498933994,3.7425,3.7099,3.722
2023-10-17,3.7366,1.0500008798,3.74,3.7123,3.7242
2023-10-18,3.7983,1.050110146,3.7397,3.7152,3.7271
2023-10-19,3.7574,1.0502182469,3.7414,3.7185,3.73
2023-10-20,3.7461,1.0503260339,3.7466,3.7211,3.7326
2023-10-23,3.9248,1.0506648546,3.7712,3.7287,3.7335
2023-10-24,3.8445,1.0507755199,3.774,3.73,3.7322
2023-10-25,3.7258,1.0508827796,3.7728,3.732,3.7307
2023-10-26,3.7383,1.0509904101,3.7717,3.7352,3.7307
2023-10-27,3.783,1.0510993388,3.7692,3.7401,3.7316
2023-10-30,3.7298,1.0514215627,3.7698,3.7479,3.7308
2023-10-31,3.8249,1.051531743,3.7719,3.7512,3.7317
2023-11-01,3.6904,1.0516380601,3.7676,3.7527,3.7312
2023-11-02,3.6569,1.0517434227,3.7622,3.7556,3.7305
2023-11-03,3.6776,1.0518493923,3.7629,3.7581,3.7302
2023-11-06,3.771,1.052175408,3.7792,3.7611,3.7358
2023-11-07,3.6121,1.052279533,3.77,3.7594,3.7369
2023-11-08,3.5604,1.0523821778,3.7592,3.7562,3.7377
2023-11-09,3.404,1.0524803233,3.7433,3.7531,3.7375
2023-11-10,3.4926,1.0525810327,3.7348,3.7509,3.7365
2023-11-14,3.6321,1.0530000003,3.728,3.7524,3.7406
2023-11-15,3.6022,1.0531039213,3.7225,3.7536,3.742
2023-11-16,3.6372,1.0532088624,3.7182,3.7546,3.7431
2023-11-17,3.6444,1.0533140217,3.7152,3.7549,3.7437
2023-11-20,3.8431,1.0536467333,3.7225,3.7543,3.747
2023-11-21,3.6665,1.0537525743,3.7142,3.7517,3.7473
2023-11-22,3.7497,1.0538608278,3.7085,3.7534,3.748
2023-11-23,3.6238,1.0539654575,3.6988,3.7532,3.7467
2023-11-24,3.6811,1.054071752,3.6935,3.7532,3.7464
2023-11-27,3.6122,1.0543846987,3.6802,3.7531,3.7446
2023-11-28,3.6549,1.0544902787,3.6778,3.7533,3.7442
2023-11-29,3.4799,1.0545908136,3.6697,3.751,3.7428
2023-11-30,3.5107,1.0546922479,3.6626,3.7477,3.7401
2023-12-01,3.6592,1.0547979829,3.6558,3.7464,3.7382
2023-12-04,3.6823,1.0551172226,3.6538,3.7432,3.737
2023-12-05,3.6984,1.0552241334,3.6514,3.7416,3.7367
2023-12-06,3.729,1.0553319398,3.65,3.7408,3.7362
2023-12-07,3.7354,1.0554399421,3.6541,3.7411,3.7359
2023-12-08,3.9062,1.0555528944,3.6657,3.7436,3.7362
2023-12-11,3.8994,1.0558911977,3.7047,3.7405,3.7348
2023-12-12,3.8467,1.0560024771,3.7119,3.7408,3.7339
2023-12-13,3.9311,1.05611621,3.722,3.7429,3.7356
2023-12-14,4.0103,1.0562322468,3.7346,3.7462,3.7382
2023-12-15,3.7911,1.0563419531,3.7409,3.7472,3.7398
2023-12-18,3.7269,1.0566655324,3.7428,3.7445,3.7418
2023-12-19,3.6867,1.0567722614,3.7376,3.7442,3.7423
2023-12-20,3.57,1.0568756224,3.7285,3.744,3.742
2023-12-21,3.4412,1.056975264,3.7209,3.741,3.7407
2023-12-22,3.3632,1.0570726564,3.708,3.7388,3.7396
2023-12-26,3.4044,1.0574670342,3.6775,3.7228,3.7321
2023-12-27,3.4443,1.0575668215,3.6719,3.7182,3.7302
2023-12-28,3.2489,1.0576609565,3.6583,3.713,3.7273
2023-12-29,3.263,1.0577555085,3.6511,3.709,3.7243
2024-01-02,3.6235,1.0581755389,3.651,3.7018,3.719
2024-01-03,3.6063,1.0582800895,3.6486,3.7012,3.7169
2024-01-04,3.8177,1.0583907798,3.653,3.7038,3.7169
2024-01-05,3.8218,1.0585016006,3.657,3.7063,3.7171
2024-01-08,3.7342,1.0588264764,3.6515,3.7039,3.7175
2024-01-09,3.8194,1.0589372732,3.6489,3.703,3.7182
2024-01-10,3.7684,1.059046602,3.6447,3.7032,3.7186
2024-01-11,3.7393,1.0591550977,3.6396,3.704,3.7193
2024-01-12,3.7931,1.0592651656,3.6378,3.7057,3.7204
2024-01-15,3.7435,1.0595910856,3.6215,3.706,3.7239
2024-01-16,3.5779,1.0596949516,3.6167,3.7039,3.7242
2024-01-17,3.6456,1.0598007934,3.6141,3.7029,3.7249
2024-01-18,3.6089,1.0599055801,3.6103,3.7008,3.7253
2024-01-19,3.5362,1.0600082661,3.6054,3.6984,3.7258
2024-01-22,3.4333,1.0603073888,3.603,3.6841,3.7227
2024-01-23,3.5474,1.060410439,3.6076,3.68,3.7217
2024-01-24,3.5043,1.0605122472,3.6109,3.6763,3.7204
2024-01-25,3.4113,1.0606113629,3.6111,3.6728,3.7197
2024-01-26,3.5469,1.0607144282,3.6158,3.6707,3.7202
2024-01-29,3.5205,1.0610213524,3.6353,3.6632,3.7218
2024-01-30,3.514,1.0611235012,3.6318,3.6609,3.7217
2024-01-31,3.4763,1.0612245638,3.627,3.6571,3.7214
2024-02-01,3.4844,1.0613258714,3.6225,3.6548,3.7211
2024-02-02,3.433,1.0614256942,3.6164,3.6524,3.7213
2024-02-05,3.4949,1.0617305909,3.5918,3.6443,3.7199
2024-02-06,3.5972,1.0618352281,3.5873,3.6424,3.719
2024-02-07,3.6389,1.0619410887,3.5842,3.6427,3.7183
2024-02-08,3.584,1.0620453626,3.5794,3.6429,3.7168
2024-02-09,3.3865,1.0621439001,3.5654,3.6427,3.7151
2024-02-13,3.4874,1.0625498311,3.5299,3.6379,3.7123
2024-02-14,3.3581,1.0626475886,3.5175,3.6349,3.7109
2024-02-15,3.5172,1.0627499871,3.5102,3.634,3.711
2024-02-16,3.6948,1.0628575665,3.514,3.6346,3.7118
2024-02-19,3.7765,1.0631874746,3.5314,3.6346,3.712
2024-02-20,3.8169,1.0632986548,3.5438,3.6343,3.7115
2024-02-21,3.7518,1.0634079503,3.5541,3.6353,3.7106
2024-02-22,3.5929,1.0635126275,3.5593,3.6335,3.7106
2024-02-23,3.7262,1.063621199,3.565,3.6347,3.7111
2024-02-26,3.8327,1.0639562572,3.5985,3.6412,3.7144
2024-02-27,3.7501,1.0640655707,3.6059,3.6427,3.7151
2024-02-28,3.7121,1.0641737876,3.6121,3.6433,3.7156
2024-02-29,3.7844,1.0642841235,3.6207,3.6466,3.7161
2024-03-01,3.7464,1.0643933628,3.6377,3.6488,3.7146
2024-03-04,3.7769,1.0647237825,3.6691,3.6519,3.7146
2024-03-05,3.6105,1.0648291027,3.6731,3.6509,3.7133
2024-03-06,3.6054,1.0649342845,3.6734,3.6496,3.7122
2024-03-07,3.5966,1.0650392199,3.6719,3.648,3.7116
2024-03-08,3.626,1.0651450235,3.6734,3.6449,3.7113
2024-03-11,3.6514,1.0654646896,3.6939,3.6367,3.7056
2024-03-12,3.4967,1.0655667611,3.6942,3.6328,3.7037
2024-03-13,3.4354,1.0656670528,3.6924,3.6273,3.702
2024-03-14,3.3928,1.0657661102,3.6936,3.6204,3.7002
2024-03-15,3.4937,1.065868123,3.6928,3.6171,3.6991
2024-03-18,3.5678,1.0661806823,3.674,3.6118,3.695
2024-03-19,3.7955,1.0662915505,3.6747,3.6131,3.6955
2024-03-20,3.8841,1.0664050185,3.677,3.6165,3.6971
2024-03-21,3.8542,1.066517625,3.6805,3.6211,3.698
2024-03-22,3.9588,1.0666332998,3.6932,3.6277,3.7001
2024-03-25,4.2656,1.0670072585,3.7417,3.6564,3.7086
2024-03-26,4.0357,1.0671252344,3.7488,3.6634,3.7101
2024-03-27,3.953,1.0672408056,3.7558,3.669,3.7106
2024-03-28,3.8954,1.067354705,3.7621,3.6762,3.7116
2024-04-01,3.6851,1.0677857526,3.7526,3.6829,3.7106
2024-04-02,3.7,1.0678939939,3.7501,3.6838,3.7099
2024-04-03,3.6119,1.0679996685,3.7448,3.6838,3.7097
2024-04-04,3.5062,1.0681022609,3.7361,3.6804,3.7092
2024-04-05,3.5261,1.0682054454,3.7333,3.6771,3.7088
2024-04-08,3.4176,1.0685055029,3.7147,3.6666,3.7023
2024-04-09,3.3676,1.0686040864,3.7055,3.6615,3.6994
2024-04-11,3.4145,1.0688040178,3.6902,3.654,3.6961
2024-04-12,3.3997,1.0689035689,3.6871,3.6497,3.6948
2024-04-15,3.4699,1.0692084172,3.6899,3.6406,3.6904
2024-04-16,3.4112,1.0693083428,3.6848,3.6387,3.6884
2024-04-17,3.4259,1.0694087084,3.6802,3.6363,3.6866
2024-04-18,3.3029,1.0695054796,3.6717,3.6329,3.6839
2024-04-19,3.4439,1.0696063911,3.6603,3.6319,3.6821
2024-04-22,3.6491,1.0699271939,3.636,3.639,3.6785
2024-04-23,3.6084,1.0700329672,3.6148,3.6397,3.6768
2024-04-24,3.5612,1.0701373673,3.592,3.6403,3.6752
2024-04-25,3.5281,1.070240807,3.5682,3.6416,3.6741
2024-04-26,3.587,1.0703459839,3.5536,3.6421,3.6732
2024-04-29,3.6559,1.0706676067,3.5353,3.6466,3.6717
2024-04-30,3.5085,1.0707705228,3.5296,3.6465,3.6705
2024-05-02,3.5066,1.0709762633,3.5117,3.6491,3.6674
2024-05-03,3.6458,1.0710832377,3.5128,3.6508,3.6672
2024-05-06,3.7521,1.0714135509,3.5397,3.6583,3.6669
2024-05-07,3.7687,1.0715241766,3.5515,3.6598,3.6678
2024-05-08,3.8329,1.0716366984,3.5654,3.6626,3.6693
2024-05-09,3.9685,1.0717532132,3.5855,3.6691,3.6724
2024-05-10,3.9447,1.0718690418,3.6032,3.6742,3.675
2024-05-13,4.0076,1.0722221066,3.6613,3.6917,3.6813
2024-05-14,3.7153,1.0723312471,3.6695,3.6957,3.6817
2024-05-15,3.6486,1.0724384391,3.6755,3.6972,3.682
2024-05-16,3.609,1.0725444783,3.6821,3.6962,3.6818
2024-05-17,3.5697,1.0726493731,3.6869,3.6939,3.6814
2024-05-20,3.5899,1.0729658694,3.6994,3.6872,3.6772
2024-05-21,3.5778,1.0730710435,3.697,3.6852,3.6767
2024-05-23,3.4585,1.0732743978,3.6856,3.6807,3.6741
2024-05-24,3.5511,1.0733788171,3.6853,3.6776,3.6734
2024-05-27,3.6756,1.0737030893,3.6938,3.6732,3.6745
2024-05-28,3.6622,1.0738108185,3.694,3.6727,3.6745
2024-05-29,3.5476,1.073915187,3.6904,3.67,3.6749
2024-05-30,3.5409,1.0740193686,3.6915,3.6689,3.675
2024-05-31,3.5289,1.0741232071,3.6866,3.6678,3.6746
2024-06-03,3.5222,1.0744341614,3.6836,3.6597,3.6721
2024-06-04,3.8181,1.0745465531,3.6857,3.6602,3.6728
2024-06-05,3.8127,1.0746587975,3.6877,3.6624,3.6734
2024-06-06,3.8523,1.0747722197,3.691,3.6651,3.6741
2024-06-07,3.6378,1.0748793377,3.6867,3.6656,3.6736
2024-06-10,3.8491,1.0752193912,3.6803,3.6723,3.6727
2024-06-11,3.594,1.0753252635,3.6669,3.6717,3.671
2024-06-12,3.5291,1.0754292342,3.6514,3.6721,3.6692
2024-06-13,3.6312,1.0755362232,3.6393,3.6742,3.6676
2024-06-14,3.6365,1.075643379,3.6367,3.6769,3.6655
2024-06-18,3.7736,1.0760882062,3.6586,3.6867,3.6662
2024-06-19,3.6929,1.0761970798,3.6619,3.6856,3.6662
2024-06-20,3.702,1.0763062327,3.6655,3.6836,3.6669
2024-06-21,3.5845,1.0764119319,3.6658,3.6806,3.6677
2024-06-24,3.6371,1.0767337141,3.6801,3.6633,3.6719
2024-06-25,3.6709,1.0768420041,3.6799,3.6568,3.6733
2024-06-26,3.565,1.0769471805,3.6764,3.6516,3.6742
2024-06-27,3.5992,1.0770533764,3.6739,3.6478,3.6751
2024-06-28,3.446,1.077155062,3.6669,3.6428,3.6762
2024-07-01,3.4325,1.0774589526,3.6607,3.6336,3.6749
2024-07-02,3.4205,1.0775599237,3.6573,3.6305,3.6738
2024-07-03,3.4141,1.0776607155,3.6537,3.6283,3.6727
2024-07-04,3.4709,1.0777631936,3.6421,3.6279,3.6708
2024-07-05,3.4839,1.0778660654,3.6311,3.6275,3.6689
2024-07-08,3.5261,1.0781784487,3.6056,3.6311,3.6654
2024-07-09,3.4634,1.0782807545,3.5927,3.6321,3.6634
2024-07-10,3.4019,1.0783812532,3.5778,3.632,3.6614
2024-07-11,3.4975,1.0784845858,3.5746,3.6329,3.66
2024-07-12,3.4685,1.0785870714,3.5726,3.6337,3.6582
2024-07-15,3.5537,1.0789021104,3.5598,3.6365,3.655
2024-07-16,3.5134,1.0790059629,3.5511,3.6376,3.6546
2024-07-17,3.5137,1.0791098342,3.5425,3.6386,3.6539
2024-07-18,3.5413,1.0792145315,3.5347,3.6412,3.6535
2024-07-19,3.5399,1.0793191976,3.5296,3.6423,3.6536
2024-07-22,3.5864,1.0796373513,3.5241,3.6402,3.6561
2024-07-23,3.5679,1.0797428866,3.5218,3.6397,3.6562
2024-07-24,3.5239,1.0798471306,3.518,3.6393,3.6563
2024-07-25,3.5458,1.0799520325,3.5139,3.6395,3.6571
2024-07-26,3.6271,1.0800593502,3.5159,3.64,3.6575
2024-07-29,3.6541,1.080383732,3.5321,3.6399,3.6598
2024-07-30,3.5438,1.0804886269,3.5358,3.6403,3.66
2024-07-31,3.4769,1.0805915515,3.5343,3.6389,3.66
2024-08-01,3.4336,1.0806932041,3.5343,3.6381,3.6597
2024-08-02,3.5377,1.0807979485,3.5381,3.6384,3.6603
2024-08-05,3.5838,1.0811163071,3.5504,3.634,3.6618
2024-08-06,3.6111,1.0812232665,3.5532,3.6325,3.6618
2024-08-07,3.5735,1.0813291228,3.5547,3.6303,3.6615
2024-08-08,3.6052,1.0814359284,3.5573,3.6279,3.6616
2024-08-12,3.5987,1.0818624231,3.5755,3.611,3.6646
2024-08-13,3.6452,1.081970467,3.5784,3.607,3.6655
2024-08-14,3.6717,1.0820793073,3.5823,3.6066,3.6673
2024-08-15,3.6119,1.0821863858,3.5842,3.6062,3.6678
2024-08-16,3.5144,1.082290584,3.5842,3.6051,3.6668
2024-08-19,3.5236,1.0826040272,3.5834,3.6032,3.6626
2024-08-20,3.5471,1.0827092356,3.5821,3.6027,3.661
2024-08-21,3.3436,1.0828084177,3.5743,3.6001,3.6588
2024-08-22,3.1973,1.0829032687,3.5617,3.5973,3.6565
2024-08-23,3.1962,1.0829980954,3.5497,3.5944,3.6536
2024-08-26,3.2314,1.0832857338,3.5172,3.5811,3.6435
2024-08-27,3.2189,1.0833812677,3.5031,3.5761,3.6405
2024-08-28,3.3159,1.0834796892,3.4922,3.5723,3.6383
2024-08-29,3.3554,1.0835792922,3.4826,3.5702,3.6359
2024-08-30,3.4319,1.0836811753,3.479,3.569,3.6351
2024-09-02,3.5355,1.0839960812,3.484,3.5694,3.6324
2024-09-03,3.4466,1.0840984401,3.4796,3.5686,3.6306
2024-09-04,3.5593,1.0842041561,3.4788,3.5657,3.6294
2024-09-05,3.4622,1.084306998,3.4749,3.5619,3.6286
2024-09-06,3.4824,1.0844104498,3.4707,3.5578,3.6279
2024-09-09,3.5859,1.0847300598,3.4701,3.5515,3.6273
2024-09-10,3.5167,1.0848345713,3.4674,3.5479,3.6265
2024-09-11,3.4959,1.0849384746,3.4641,3.5468,3.6257
2024-09-12,3.5352,1.0850435561,3.4621,3.5468,3.6259
2024-09-13,3.5177,1.0851481276,3.458,3.5456,3.6263
2024-09-16,3.5423,1.0854640662,3.4524,3.5395,3.6273
2024-09-17,3.5427,1.0855694217,3.453,3.537,3.6271
2024-09-18,3.4455,1.0856718964,3.4505,3.5334,3.6265
2024-09-19,3.4316,1.0857739674,3.4476,3.5305,3.6244
2024-09-20,3.1089,1.0858664486,3.4334,3.524,3.6202
2024-09-23,3.2039,1.0861523944,3.4293,3.5103,3.6065
2024-09-24,3.1178,1.0862451727,3.4256,3.5046,3.6002
2024-09-25,3.135,1.0863384707,3.4225,3.4988,3.5939
2024-09-26,3.1705,1.0864328334,3.4206,3.4944,3.5891
2024-09-27,3.4135,1.0865344372,3.4269,3.4924,3.5861
2024-09-30,3.3108,1.0868301055,3.4213,3.4882,3.5788
2024-10-01,3.8808,1.0869456609,3.4287,3.4932,3.5789
2024-10-02,3.7299,1.0870567348,3.4352,3.4966,3.5791
2024-10-03,3.6048,1.0871640943,3.4405,3.4987,3.579
2024-10-04,3.5946,1.0872711606,3.4417,3.5,3.5795
2024-10-07,3.5514,1.0875885306,3.4458,3.5013,3.5812
2024-10-08,3.5015,1.0876928646,3.443,3.501,3.5816
2024-10-09,3.3875,1.0877938114,3.4364,3.5002,3.5817
2024-10-10,3.3049,1.0878923059,3.4293,3.4991,3.5811
2024-10-11,3.1077,1.0879849318,3.4163,3.4949,3.5794
2024-10-14,3.0977,1.0882619387,3.3728,3.4808,3.5736
2024-10-15,3.0846,1.0883539073,3.3575,3.4757,3.5715
2024-10-16,3.0314,1.0884442973,3.3405,3.4704,3.5693
2024-10-17,2.9091,1.0885310478,3.3193,3.4637,3.5665
2024-10-18,2.8903,1.0886172445,3.3007,3.4566,3.5642
2024-10-21,2.9784,1.088883738,3.2737,3.4371,3.5541
2024-10-22,3.0642,1.0889751506,3.269,3.4314,3.5509
2024-10-23,3.1267,1.0890684355,3.2664,3.4266,3.5482
2024-10-24,3.0662,1.0891599232,3.2647,3.4215,3.5454
2024-10-25,2.947,1.0892478617,3.2584,3.415,3.5422
2024-10-28,3.0313,1.0895192455,3.2316,3.3948,3.5322
2024-10-29,3.0666,1.0896107831,3.2235,3.3884,3.5289
2024-10-30,3.0955,1.089703191,3.2163,3.3834,3.5266
2024-11-01,3.1559,1.0898916291,3.1912,3.3769,3.523
2024-11-04,3.2321,1.090181161,3.1513,3.3658,3.5163
2024-11-05,2.9891,1.0902704394,3.1331,3.3593,3.5121
2024-11-06,2.9118,1.0903574161,3.1124,3.3516,3.5074
2024-11-07,2.8566,1.0904427507,3.09,3.3438,3.5024
2024-11-08,2.9347,1.0905304253,3.0716,3.3364,3.4974
2024-11-11,3.1044,1.0908086809,3.0559,3.3202,3.483
2024-11-12,3.1304,1.0909022334,3.0569,3.3151,3.4781
2024-11-13,3.0749,1.0909941352,3.0562,3.3088,3.473
2024-11-14,2.96,1.0910826103,3.0518,3.301,3.4688
2024-11-15,2.8989,1.0911692662,3.0458,3.2932,3.4647
2024-11-18,2.9008,1.0914294249,3.0416,3.2728,3.4532
2024-11-19,3.1312,1.0915230546,3.0465,3.2685,3.4507
2024-11-20,3.06,1.0916145631,3.0492,3.2632,3.4478
2024-11-21,2.9428,1.0917025741,3.048,3.2588,3.4443
2024-11-22,2.7615,1.0917851697,3.0382,3.254,3.4404
2024-11-25,3.098,1.0920631711,3.0432,3.25,3.4327
2024-11-26,3.0618,1.0921547787,3.0442,3.2482,3.4293
2024-11-27,2.9033,1.0922416514,3.0401,3.2447,3.425
2024-11-28,2.787,1.0923250508,3.0322,3.2389,3.4202
2024-11-29,2.745,1.0924071996,3.0218,3.2322,3.4158
2024-12-02,3.0839,1.0926840934,3.0093,3.2147,3.4074
2024-12-03,2.9528,1.0927724901,3.0,3.2093,3.4043
2024-12-04,3.0756,1.0928645704,2.9947,3.2039,3.4001
2024-12-05,3.0051,1.0929545475,2.9953,3.1988,3.3956
2024-12-06,2.7668,1.0930373965,2.9904,3.1909,3.3896
2024-12-09,2.8852,1.0932965991,2.9824,3.1676,3.3747
2024-12-10,3.1885,1.0933921053,2.9852,3.164,3.371
2024-12-11,3.1129,1.0934853551,2.9855,3.1598,3.3684
2024-12-12,3.0721,1.0935773907,2.9836,3.1546,3.3658
2024-12-13,3.1825,1.0936727416,2.9872,3.1509,3.3633
2024-12-16,3.2537,1.0939652197,3.0206,3.1413,3.3554
2024-12-17,3.1506,1.0940596484,3.0289,3.137,3.352
2024-12-18,3.0547,1.0941512107,3.0341,3.1327,3.348
2024-12-19,2.9769,1.0942404484,3.0289,3.1276,3.344
2024-12-20,2.9893,1.0943300652,3.0266,3.1263,3.3401
2024-12-23,3.23,1.0946205874,3.0562,3.1272,3.3336
2024-12-24,2.762,1.0947034187,3.045,3.1232,3.3287
2024-12-26,2.7495,1.094868344,3.0229,3.1143,3.319
2024-12-27,2.5512,1.0949448708,3.0112,3.1047,3.3132
2024-12-30,2.5613,1.0951753762,2.98,3.0799,3.2986
2024-12-31,2.3115,1.0952447323,2.9586,3.0717,3.2935
2025-01-02,2.1123,1.0953714986,2.8958,3.0346,3.279
2025-01-03,2.5211,1.0954471573,2.8818,3.0227,3.274
2025-01-06,2.7573,1.0956954156,2.8632,2.9962,3.2618
2025-01-07,2.8352,1.0957805256,2.8616,2.9883,3.258
2025-01-08,2.7815,1.0958640301,2.8583,2.9805,3.2539
2025-01-09,2.8385,1.0959492523,2.8568,2.9744,3.2504
2025-01-10,2.898,1.0960362677,2.8474,2.97,3.2477
2025-01-13,3.1047,1.0963159551,2.8456,2.9701,3.241
2025-01-14,2.9332,1.0964040569,2.8353,2.9683,3.2376
2025-01-15,2.9314,1.0964921116,2.8248,2.9666,3.2341
2025-01-16,2.8138,1.0965766406,2.8106,2.9642,3.2303
2025-01-17,2.4647,1.0966506881,2.7885,2.9594,3.2245
2025-01-20,2.2492,1.0968534213,2.7149,2.9364,3.2028
2025-01-21,2.2516,1.0969210836,2.6833,2.9284,3.1955
2025-01-22,2.485,1.0969957644,2.6592,2.9221,3.1894
2025-01-23,2.5852,1.0970734617,2.6384,2.9162,3.184
2025-01-24,3.0238,1.0971643475,2.6469,2.9157,3.1812
2025-01-27,3.0743,1.0974415814,2.6848,2.918,3.1723
2025-01-28,2.9786,1.0975311387,2.6983,2.9175,3.1686
2025-01-31,3.1283,1.0978133365,2.7613,2.9182,3.1615
2025-02-03,2.6325,1.0980508702,2.7985,2.8993,3.1468
2025-02-04,2.651,1.0981306218,2.7951,2.893,3.1417
2025-02-05,2.6168,1.0982093502,2.7906,2.8889,3.1363
2025-02-06,2.3766,1.0982808572,2.7783,2.883,3.1295
2025-02-07,2.4847,1.0983556215,2.7669,2.879,3.1235
2025-02-10,2.517,1.0985828457,2.7357,2.8615,3.1056
2025-02-11,2.5438,1.0986594094,2.7175,2.8554,3.0997
2025-02-12,2.4561,1.0987333387,2.6966,2.848,3.0934
2025-02-13,2.5042,1.0988087208,2.6772,2.8418,3.0871
2025-02-14,2.5008,1.0988840058,2.6632,2.8367,3.0807
2025-02-17,2.413,1.0991019461,2.6318,2.8207,3.0619
2025-02-18,2.3114,1.0991715478,2.6338,2.8143,3.0552
2025-02-19,2.5261,1.0992476195,2.6428,2.8077,3.0497
2025-02-20,2.4639,1.0993218233,2.6497,2.8011,3.0437
2025-02-21,2.463,1.0993960049,2.6565,2.7959,3.0388
2025-02-24,2.3548,1.0996087877,2.6232,2.7752,3.0247
2025-02-25,2.2661,1.0996770569,2.5971,2.7661,3.0194
